split,balance,N,classifier,subject,eer,far_at_frr,frr_at_far
session,balanced,200,MLP,s040,0.06880000000000001,0.13440000000000002,0.694
session,balanced,200,MLP,s041,0.0684,0.13040000000000002,0.5840000000000001
session,balanced,200,MLP,s042,0.01280000000000001,0.027200000000000002,0.061999999999999986
session,balanced,200,MLP,s043,0.03720000000000001,0.04479999999999999,0.7220000000000001
session,balanced,200,MLP,s044,0.0672,0.11679999999999999,0.636
session,balanced,200,MLP,s046,0.072,0.17440000000000003,0.9
session,balanced,200,MLP,s047,0.0792,0.5544,0.378
session,balanced,200,MLP,s048,0.0648,0.5239999999999999,0.64
session,balanced,200,MLP,s049,0.029200000000000014,0.0512,0.22400000000000003
session,balanced,200,MLP,s050,0.11080000000000001,0.7031999999999999,0.554
session,balanced,200,MLP,s051,0.066,0.4856,0.22999999999999998
session,balanced,200,MLP,s052,0.012400000000000008,0.292,0.02400000000000002
session,balanced,200,MLP,s053,0.018400000000000014,0.33599999999999997,0.03800000000000001
session,balanced,200,MLP,s054,0.1396,0.48,0.952
session,balanced,200,MLP,s055,0.029600000000000022,0.18159999999999998,0.04800000000000002
session,balanced,200,MLP,s056,0.0536,0.16799999999999998,0.5599999999999999
session,balanced,200,MLP,s057,0.09799999999999998,0.392,0.376
random,fixed,10,k-NN,s002,0.21374117009337712,1.0,0.806
random,fixed,10,k-NN,s003,0.14280554337617365,1.0,0.6820000000000002
random,fixed,10,k-NN,s004,0.1405132983148442,1.0,0.716
random,fixed,10,k-NN,s005,0.07366433565033836,1.0,0.744
random,fixed,10,k-NN,s007,0.19221819492006847,0.9039999999999999,0.818
random,fixed,10,k-NN,s008,0.1688845502431029,1.0,0.748
random,fixed,10,k-NN,s010,0.08670817427857982,1.0,0.33799999999999997
random,fixed,10,k-NN,s011,0.1417049212573466,1.0,0.5
random,fixed,10,k-NN,s012,0.07871151553556618,1.0,0.7459999999999999
random,fixed,10,k-NN,s013,0.10863827533687524,1.0,0.4
random,fixed,10,k-NN,s015,0.15444658142254947,1.0,0.8219999999999998
random,fixed,10,k-NN,s016,0.1189441499727728,1.0,0.782
random,fixed,10,k-NN,s017,0.05712306905013507,0.664,0.524
random,fixed,10,k-NN,s018,0.16459065314879626,1.0,0.5740000000000001
random,fixed,10,k-NN,s019,0.052140349027182384,0.6552,0.3
random,fixed,10,k-NN,s020,0.24282801977092658,1.0,0.9
random,fixed,10,k-NN,s021,0.12864010787741062,1.0,0.5900000000000001
random,fixed,10,k-NN,s022,0.04274205528690579,0.8096,0.39799999999999996
random,fixed,10,k-NN,s024,0.08281974002869526,1.0,0.6900000000000001
random,fixed,10,k-NN,s025,0.05833584640026118,1.0,0.13799999999999996
random,fixed,10,k-NN,s026,0.16887811591093776,0.9288000000000001,0.738
random,fixed,10,k-NN,s027,0.07023101793382167,0.696,0.422
random,fixed,10,k-NN,s028,0.07256313098203751,1.0,0.6540000000000001
random,fixed,10,k-NN,s029,0.11887319201403708,1.0,0.752
random,fixed,10,k-NN,s030,0.11882577283922728,1.0,0.7300000000000001
random,fixed,10,k-NN,s031,0.24572542131898106,1.0,0.9199999999999999
random,fixed,10,k-NN,s032,0.25776576509673577,1.0,0.6359999999999999
random,fixed,10,k-NN,s033,0.10371121078244379,1.0,0.54
random,fixed,10,k-NN,s034,0.16846503823993,1.0,0.6759999999999999
random,fixed,10,k-NN,s035,0.1745970212762688,1.0,0.5980000000000001
random,fixed,10,k-NN,s036,0.026678393559621417,0.808,0.22200000000000003
random,fixed,10,k-NN,s037,0.1853642197159622,1.0,0.7619999999999999
random,fixed,10,k-NN,s038,0.106980027751208,1.0,0.5
random,fixed,10,k-NN,s039,0.1124086175645708,1.0,0.542
random,fixed,10,k-NN,s040,0.11460542052679931,1.0,0.508
random,fixed,10,k-NN,s041,0.07623008738767084,1.0,0.6120000000000001
random,fixed,10,k-NN,s042,0.06432654956731268,1.0,0.458
random,fixed,10,k-NN,s043,0.0561255378854008,0.8168,0.502
random,fixed,10,k-NN,s044,0.08340011025199208,0.836,0.5660000000000001
random,fixed,10,k-NN,s046,0.15973211644506882,1.0,0.742
random,fixed,10,k-NN,s047,0.13102639325497611,1.0,0.6359999999999999
random,fixed,10,k-NN,s048,0.152369053018289,1.0,0.634
random,fixed,10,k-NN,s049,0.06340577646394513,0.644,0.29400000000000004
random,fixed,10,k-NN,s050,0.17472329996415006,1.0,0.632
random,fixed,10,k-NN,s051,0.14919332613905995,1.0,0.758
random,fixed,10,k-NN,s052,0.02212336176409404,0.8,0.08
random,fixed,10,k-NN,s053,0.11013218115887025,1.0,0.6599999999999999
random,fixed,10,k-NN,s054,0.22821126754096177,1.0,0.852
random,fixed,10,k-NN,s055,0.06864304565959486,1.0,0.9120000000000001
random,fixed,10,k-NN,s056,0.16464244769717995,1.0,0.8080000000000002
random,fixed,10,k-NN,s057,0.1550088935554156,1.0,0.626
random,fixed,10,LDA,s002,0.2076,0.8240000000000001,0.968
random,fixed,10,LDA,s003,0.1072,0.7328,0.64
random,fixed,10,LDA,s004,0.11079999999999998,0.5871999999999999,0.796
random,fixed,10,LDA,s005,0.1312,0.37279999999999996,0.9179999999999999
random,fixed,10,LDA,s007,0.16920000000000002,0.7888000000000001,0.8699999999999999
random,fixed,10,LDA,s008,0.18,0.776,0.9119999999999999
random,fixed,10,LDA,s010,0.09120000000000002,0.3016,0.882
random,fixed,10,LDA,s011,0.11839999999999999,0.7584,0.546
random,fixed,10,LDA,s012,0.09359999999999999,0.6199999999999999,0.7140000000000001
random,fixed,10,LDA,s013,0.1032,0.4008000000000001,0.7699999999999999
random,fixed,10,LDA,s015,0.17400000000000002,0.8071999999999999,0.7460000000000001
random,fixed,10,LDA,s016,0.09280000000000001,0.4328,0.682
random,fixed,10,LDA,s017,0.08919999999999997,0.3368,0.698
random,fixed,10,LDA,s018,0.11639999999999999,0.8024000000000001,0.692
random,fixed,10,LDA,s019,0.061999999999999986,0.5272,0.682
random,fixed,10,LDA,s020,0.1456,0.9551999999999999,0.808
random,fixed,10,LDA,s021,0.1512,0.5511999999999999,0.95
random,fixed,10,LDA,s022,0.03720000000000002,0.09759999999999999,0.6519999999999999
random,fixed,10,LDA,s024,0.0656,0.4816,0.836
random,fixed,10,LDA,s025,0.05719999999999999,0.3632,0.882
random,fixed,10,LDA,s026,0.2084,0.6912,0.99
random,fixed,10,LDA,s027,0.08760000000000001,0.42960000000000004,0.72
random,fixed,10,LDA,s028,0.08560000000000001,0.5088,0.86
random,fixed,10,LDA,s029,0.1532,0.5696,0.916
random,fixed,10,LDA,s030,0.07799999999999996,0.7368,0.44000000000000006
random,fixed,10,LDA,s031,0.21439999999999998,0.7864,0.946
random,fixed,10,LDA,s032,0.252,0.9384,0.974
random,fixed,10,LDA,s033,0.03520000000000002,0.31040000000000006,0.12399999999999997
random,fixed,10,LDA,s034,0.1316,0.732,0.5980000000000001
random,fixed,10,LDA,s035,0.12840000000000001,0.6064,0.71
random,fixed,10,LDA,s036,0.028800000000000013,0.28559999999999997,0.382
random,fixed,10,LDA,s037,0.1532,0.5327999999999999,0.908
random,fixed,10,LDA,s038,0.08519999999999998,0.7792,0.756
random,fixed,10,LDA,s039,0.0792,0.5119999999999999,0.5780000000000001
random,fixed,10,LDA,s040,0.08879999999999999,0.7152,0.45199999999999996
random,fixed,10,LDA,s041,0.0696,0.4952,0.472
random,fixed,10,LDA,s042,0.04320000000000003,0.3344,0.32
random,fixed,10,LDA,s043,0.039200000000000006,0.28959999999999997,0.5199999999999999
random,fixed,10,LDA,s044,0.11079999999999998,0.6096,0.842
random,fixed,10,LDA,s046,0.13999999999999999,0.624,0.8459999999999999
random,fixed,10,LDA,s047,0.09,0.5928,0.634
random,fixed,10,LDA,s048,0.17880000000000001,0.7744,0.942
random,fixed,10,LDA,s049,0.09160000000000001,0.72,0.49799999999999994
random,fixed,10,LDA,s050,0.1676,0.9039999999999999,0.952
random,fixed,10,LDA,s051,0.11679999999999999,0.5576000000000001,0.6719999999999999
random,fixed,10,LDA,s052,0.020800000000000003,0.152,0.31000000000000005
random,fixed,10,LDA,s053,0.047200000000000006,0.31439999999999996,0.26399999999999996
random,fixed,10,LDA,s054,0.23759999999999998,0.9384,0.892
random,fixed,10,LDA,s055,0.0888,0.33039999999999997,0.5359999999999999
random,fixed,10,LDA,s056,0.1316,0.6344,0.716
random,fixed,10,LDA,s057,0.1332,0.7152,0.6399999999999999
random,fixed,10,Threshold,s002,0.2592,0.8920000000000001,0.592
random,fixed,10,Threshold,s003,0.20759999999999995,0.8712,0.51
random,fixed,10,Threshold,s004,0.1464,0.7352,0.462
random,fixed,10,Threshold,s005,0.08519999999999998,0.9512,0.18
random,fixed,10,Threshold,s007,0.1768,0.8032,0.666
random,fixed,10,Threshold,s008,0.18719999999999998,0.7224,0.506
random,fixed,10,Threshold,s010,0.08760000000000001,0.5592,0.18400000000000002
random,fixed,10,Threshold,s011,0.17719999999999997,0.7424000000000001,0.492
random,fixed,10,Threshold,s012,0.16360000000000002,0.8832000000000001,0.358
random,fixed,10,Threshold,s013,0.14240000000000003,0.6991999999999999,0.33399999999999996
random,fixed,10,Threshold,s015,0.1776,0.8343999999999999,0.726
random,fixed,10,Threshold,s016,0.1092,0.8736,0.30600000000000005
random,fixed,10,Threshold,s017,0.06760000000000001,0.42960000000000004,0.154
random,fixed,10,Threshold,s018,0.2756,0.9279999999999999,0.64
random,fixed,10,Threshold,s019,0.0988,0.8952,0.14600000000000002
random,fixed,10,Threshold,s020,0.28280000000000005,0.9576,0.752
random,fixed,10,Threshold,s021,0.17160000000000003,0.9400000000000001,0.42800000000000005
random,fixed,10,Threshold,s022,0.07399999999999998,0.8808,0.166
random,fixed,10,Threshold,s024,0.0748,0.4648,0.238
random,fixed,10,Threshold,s025,0.118,0.9024000000000001,0.17800000000000002
random,fixed,10,Threshold,s026,0.15519999999999998,0.8096,0.34199999999999997
random,fixed,10,Threshold,s027,0.13799999999999998,0.8896000000000001,0.316
random,fixed,10,Threshold,s028,0.06,0.5336000000000001,0.22599999999999998
random,fixed,10,Threshold,s029,0.132,0.7303999999999999,0.29400000000000004
random,fixed,10,Threshold,s030,0.17,0.9911999999999999,0.30999999999999994
random,fixed,10,Threshold,s031,0.22280000000000003,0.9776,0.7
random,fixed,10,Threshold,s032,0.2968,0.9592,0.776
random,fixed,10,Threshold,s033,0.1448,0.9576,0.352
random,fixed,10,Threshold,s034,0.2084,0.9296,0.548
random,fixed,10,Threshold,s035,0.21919999999999998,0.9471999999999999,0.532
random,fixed,10,Threshold,s036,0.03800000000000002,0.27359999999999995,0.06600000000000002
random,fixed,10,Threshold,s037,0.20839999999999997,0.8775999999999999,0.7539999999999999
random,fixed,10,Threshold,s038,0.16360000000000002,0.9568,0.312
random,fixed,10,Threshold,s039,0.1252,0.96,0.21600000000000003
random,fixed,10,Threshold,s040,0.18639999999999998,0.9544,0.45199999999999996
random,fixed,10,Threshold,s041,0.20359999999999995,0.9583999999999999,0.592
random,fixed,10,Threshold,s042,0.076,0.9024000000000001,0.13799999999999998
random,fixed,10,Threshold,s043,0.04160000000000001,0.5224,0.13799999999999998
random,fixed,10,Threshold,s044,0.11640000000000002,0.968,0.258
random,fixed,10,Threshold,s046,0.22479999999999997,0.9583999999999999,0.6319999999999999
random,fixed,10,Threshold,s047,0.26280000000000003,0.9648,0.652
random,fixed,10,Threshold,s048,0.15200000000000002,0.7384000000000001,0.40800000000000003
random,fixed,10,Threshold,s049,0.1436,0.992,0.29799999999999993
random,fixed,10,Threshold,s050,0.20879999999999996,0.9120000000000001,0.53
random,fixed,10,Threshold,s051,0.2012,0.7464,0.742
random,fixed,10,Threshold,s052,0.07200000000000002,0.8119999999999999,0.1
random,fixed,10,Threshold,s053,0.11239999999999999,0.6592,0.244
random,fixed,10,Threshold,s054,0.142,0.9456,0.5559999999999999
random,fixed,10,Threshold,s055,0.052800000000000034,0.5047999999999999,0.09399999999999997
random,fixed,10,Threshold,s056,0.174,0.8752000000000001,0.526
random,fixed,10,Threshold,s057,0.22279999999999997,0.7807999999999999,0.74
random,fixed,10,Linear SVM,s002,0.19999999999999998,0.7344,0.9639999999999999
random,fixed,10,Linear SVM,s003,0.10599999999999998,0.768,0.618
random,fixed,10,Linear SVM,s004,0.09559999999999999,0.7103999999999999,0.61
random,fixed,10,Linear SVM,s005,0.12,0.36560000000000004,0.924
random,fixed,10,Linear SVM,s007,0.1652,0.7304,0.8320000000000001
random,fixed,10,Linear SVM,s008,0.1696,0.7304,0.9480000000000001
random,fixed,10,Linear SVM,s010,0.0652,0.32480000000000003,0.534
random,fixed,10,Linear SVM,s011,0.10719999999999999,0.6103999999999999,0.516
random,fixed,10,Linear SVM,s012,0.072,0.472,0.746
random,fixed,10,Linear SVM,s013,0.0888,0.3832,0.528
random,fixed,10,Linear SVM,s015,0.14079999999999998,0.776,0.678
random,fixed,10,Linear SVM,s016,0.10679999999999998,0.43439999999999995,0.748
random,fixed,10,Linear SVM,s017,0.0648,0.2744,0.386
random,fixed,10,Linear SVM,s018,0.10679999999999998,0.8544,0.558
random,fixed,10,Linear SVM,s019,0.06,0.6784,0.7220000000000001
random,fixed,10,Linear SVM,s020,0.13720000000000002,0.8976,0.818
random,fixed,10,Linear SVM,s021,0.1272,0.5864,0.9460000000000001
random,fixed,10,Linear SVM,s022,0.03400000000000001,0.0624,0.5079999999999999
random,fixed,10,Linear SVM,s024,0.05519999999999999,0.28400000000000003,0.7339999999999999
random,fixed,10,Linear SVM,s025,0.0408,0.4032,0.606
random,fixed,10,Linear SVM,s026,0.1992,0.6576000000000001,0.99
random,fixed,10,Linear SVM,s027,0.08120000000000001,0.4176,0.612
random,fixed,10,Linear SVM,s028,0.0748,0.4288,0.766
random,fixed,10,Linear SVM,s029,0.11439999999999999,0.5384,0.874
random,fixed,10,Linear SVM,s030,0.07999999999999999,0.7632000000000001,0.4640000000000001
random,fixed,10,Linear SVM,s031,0.20679999999999996,0.7872,0.958
random,fixed,10,Linear SVM,s032,0.2488,0.9376,0.968
random,fixed,10,Linear SVM,s033,0.02880000000000001,0.22960000000000003,0.178
random,fixed,10,Linear SVM,s034,0.1252,0.7624,0.634
random,fixed,10,Linear SVM,s035,0.11039999999999998,0.5688,0.608
random,fixed,10,Linear SVM,s036,0.018000000000000013,0.0648,0.328
random,fixed,10,Linear SVM,s037,0.15760000000000002,0.5432,0.85
random,fixed,10,Linear SVM,s038,0.07959999999999999,0.8096,0.8160000000000001
random,fixed,10,Linear SVM,s039,0.06999999999999999,0.5984,0.48200000000000004
random,fixed,10,Linear SVM,s040,0.08919999999999999,0.6944,0.638
random,fixed,10,Linear SVM,s041,0.051600000000000035,0.2632,0.396
random,fixed,10,Linear SVM,s042,0.04160000000000002,0.37439999999999996,0.22599999999999998
random,fixed,10,Linear SVM,s043,0.038400000000000004,0.07919999999999999,0.632
random,fixed,10,Linear SVM,s044,0.0944,0.6904,0.7700000000000001
random,fixed,10,Linear SVM,s046,0.13240000000000002,0.6759999999999999,0.874
random,fixed,10,Linear SVM,s047,0.1028,0.7263999999999999,0.594
random,fixed,10,Linear SVM,s048,0.15640000000000004,0.7912,0.9120000000000001
random,fixed,10,Linear SVM,s049,0.0824,0.6624000000000001,0.5200000000000001
random,fixed,10,Linear SVM,s050,0.18,0.9151999999999999,0.9099999999999999
random,fixed,10,Linear SVM,s051,0.10719999999999999,0.5264,0.6200000000000001
random,fixed,10,Linear SVM,s052,0.020000000000000007,0.21680000000000002,0.25
random,fixed,10,Linear SVM,s053,0.03480000000000001,0.33440000000000003,0.13999999999999999
random,fixed,10,Linear SVM,s054,0.196,0.9271999999999998,0.85
random,fixed,10,Linear SVM,s055,0.06400000000000002,0.2744,0.48599999999999993
random,fixed,10,Linear SVM,s056,0.11280000000000001,0.7392,0.644
random,fixed,10,Linear SVM,s057,0.11480000000000001,0.5336,0.674
random,fixed,10,MLP,s002,0.3848,0.8712,0.974
random,fixed,10,MLP,s003,0.2564,0.8495999999999999,0.938
random,fixed,10,MLP,s004,0.22959999999999997,0.8263999999999999,0.99
random,fixed,10,MLP,s005,0.15719999999999998,0.8336,0.808
random,fixed,10,MLP,s007,0.39039999999999997,0.8568,0.998
random,fixed,10,MLP,s008,0.30760000000000004,0.7608,0.9799999999999999
random,fixed,10,MLP,s010,0.28400000000000003,0.8888,0.998
random,fixed,10,MLP,s011,0.2832,0.7896,0.958
random,fixed,10,MLP,s012,0.20400000000000001,0.8815999999999999,0.738
random,fixed,10,MLP,s013,0.5144,0.8136000000000001,0.992
random,fixed,10,MLP,s015,0.39080000000000004,0.9199999999999999,0.986
random,fixed,10,MLP,s016,0.15839999999999999,0.6128,0.7539999999999999
random,fixed,10,MLP,s017,0.088,0.5888,0.446
random,fixed,10,MLP,s018,0.2612,0.9551999999999999,0.9259999999999999
random,fixed,10,MLP,s019,0.12000000000000002,0.6192000000000001,0.6880000000000001
random,fixed,10,MLP,s020,0.47520000000000007,0.9719999999999999,0.9799999999999999
random,fixed,10,MLP,s021,0.3052,0.9384,0.9620000000000001
random,fixed,10,MLP,s022,0.128,0.808,0.606
random,fixed,10,MLP,s024,0.2144,0.6512,0.818
random,fixed,10,MLP,s025,0.2004,0.9071999999999999,0.914
random,fixed,10,MLP,s026,0.2524,0.8343999999999999,0.9960000000000001
random,fixed,10,MLP,s027,0.2804,0.924,0.9540000000000001
random,fixed,10,MLP,s028,0.20400000000000001,0.7071999999999999,0.8099999999999999
random,fixed,10,MLP,s029,0.332,0.9144,0.984
random,fixed,10,MLP,s030,0.176,0.9176,0.7220000000000001
random,fixed,10,MLP,s031,0.3052,0.9768000000000001,0.962
random,fixed,10,MLP,s032,0.4136,0.9632,0.986
random,fixed,10,MLP,s033,0.136,0.6736000000000001,0.706
random,fixed,10,MLP,s034,0.40759999999999996,0.9416,0.9780000000000001
random,fixed,10,MLP,s035,0.22240000000000001,0.8224,0.8619999999999999
random,fixed,10,MLP,s036,0.050400000000000014,0.3,0.46799999999999997
random,fixed,10,MLP,s037,0.32799999999999996,0.8832000000000001,0.9700000000000001
random,fixed,10,MLP,s038,0.16199999999999998,0.8992000000000001,0.9419999999999998
random,fixed,10,MLP,s039,0.2072,0.9616,0.9179999999999999
random,fixed,10,MLP,s040,0.254,0.984,0.8640000000000001
random,fixed,10,MLP,s041,0.21479999999999996,0.7272,0.6700000000000002
random,fixed,10,MLP,s042,0.1628,0.9152000000000001,0.772
random,fixed,10,MLP,s043,0.09040000000000001,0.5232,0.742
random,fixed,10,MLP,s044,0.24560000000000004,0.7832,0.9339999999999999
random,fixed,10,MLP,s046,0.23159999999999997,0.8783999999999998,0.876
random,fixed,10,MLP,s047,0.32039999999999996,0.9712,0.968
random,fixed,10,MLP,s048,0.2736,0.8151999999999999,0.9719999999999999
random,fixed,10,MLP,s049,0.11200000000000002,0.7504,0.614
random,fixed,10,MLP,s050,0.33120000000000005,0.8888,0.994
random,fixed,10,MLP,s051,0.45600000000000007,0.8440000000000001,0.9960000000000001
random,fixed,10,MLP,s052,0.11679999999999999,0.5296000000000001,0.6200000000000001
random,fixed,10,MLP,s053,0.2764,0.8272,0.868
random,fixed,10,MLP,s054,0.3832,0.9704,0.982
random,fixed,10,MLP,s055,0.1636,0.5696000000000001,0.6220000000000001
random,fixed,10,MLP,s056,0.3356,0.9312000000000001,0.992
random,fixed,10,MLP,s057,0.3548,0.8784000000000001,0.9800000000000001
random,fixed,50,k-NN,s002,0.14292066165893624,0.7703999999999999,1.0
random,fixed,50,k-NN,s003,0.08680871167829514,0.7263999999999999,0.734
random,fixed,50,k-NN,s004,0.07708172335054064,0.5087999999999999,0.748
random,fixed,50,k-NN,s005,0.05211981068289386,0.5504,0.8220000000000001
random,fixed,50,k-NN,s007,0.12406969176281457,0.8800000000000001,1.0
random,fixed,50,k-NN,s008,0.12854611336759686,0.7032,1.0
random,fixed,50,k-NN,s010,0.06172053395977363,0.6088,0.644
random,fixed,50,k-NN,s011,0.08096666666666666,1.0,0.426
random,fixed,50,k-NN,s012,0.0545212156630551,0.8440000000000001,0.836
random,fixed,50,k-NN,s013,0.09895822774959308,1.0,0.8699999999999999
random,fixed,50,k-NN,s015,0.1149893235003296,0.9007999999999999,0.702
random,fixed,50,k-NN,s016,0.055778256146821706,0.23199999999999998,0.8699999999999999
random,fixed,50,k-NN,s017,0.04824562024981334,0.5008000000000001,1.0
random,fixed,50,k-NN,s018,0.12492381663825183,1.0,0.71
random,fixed,50,k-NN,s019,0.05142796384901649,0.4128,0.63
random,fixed,50,k-NN,s020,0.12429515151515151,0.8568,0.8859999999999999
random,fixed,50,k-NN,s021,0.10107290685156545,0.8768,0.8800000000000001
random,fixed,50,k-NN,s022,0.028197509118012953,0.2504,0.624
random,fixed,50,k-NN,s024,0.05672956464282736,0.6832,0.826
random,fixed,50,k-NN,s025,0.05086324786324786,0.6816,0.65
random,fixed,50,k-NN,s026,0.15225599517920485,0.6064,1.0
random,fixed,50,k-NN,s027,0.0571372738926079,0.5208,0.85
random,fixed,50,k-NN,s028,0.06373377267676801,0.6936,1.0
random,fixed,50,k-NN,s029,0.10280825988451454,0.792,1.0
random,fixed,50,k-NN,s030,0.07239999691604312,0.5456,0.844
random,fixed,50,k-NN,s031,0.15295693757282675,0.8256,0.916
random,fixed,50,k-NN,s032,0.19028398958589313,1.0,0.7619999999999999
random,fixed,50,k-NN,s033,0.03314322369758148,0.45760000000000006,0.666
random,fixed,50,k-NN,s034,0.10872002382075178,0.7768,0.6559999999999999
random,fixed,50,k-NN,s035,0.09609447099710097,0.8056000000000001,0.738
random,fixed,50,k-NN,s036,0.017980145128917716,0.2192,0.6100000000000001
random,fixed,50,k-NN,s037,0.12201444214049255,0.9103999999999999,0.8039999999999999
random,fixed,50,k-NN,s038,0.09391205136327087,0.7912,0.7020000000000001
random,fixed,50,k-NN,s039,0.08560033200712572,0.932,0.8320000000000001
random,fixed,50,k-NN,s040,0.05410411164876766,0.6816,0.7260000000000001
random,fixed,50,k-NN,s041,0.06223481446090142,0.5208,0.734
random,fixed,50,k-NN,s042,0.04892970674174263,0.8384,0.622
random,fixed,50,k-NN,s043,0.03377943851836812,0.26480000000000004,0.8160000000000001
random,fixed,50,k-NN,s044,0.05944538980273524,0.3776,0.532
random,fixed,50,k-NN,s046,0.11695735014658801,0.9231999999999999,1.0
random,fixed,50,k-NN,s047,0.09216564126709055,0.6352,0.38000000000000006
random,fixed,50,k-NN,s048,0.11946442423347534,0.8655999999999999,0.8560000000000001
random,fixed,50,k-NN,s049,0.04737317630371503,0.8112,1.0
random,fixed,50,k-NN,s050,0.14715402370439573,0.8248000000000001,0.772
random,fixed,50,k-NN,s051,0.10208047008766627,0.8896000000000001,0.8719999999999999
random,fixed,50,k-NN,s052,0.012684737484737491,0.4096,0.028000000000000025
random,fixed,50,k-NN,s053,0.03919227364596926,0.8320000000000001,0.47999999999999987
random,fixed,50,k-NN,s054,0.11399788359788361,1.0,0.6759999999999999
random,fixed,50,k-NN,s055,0.044969090942432635,0.72,0.6679999999999999
random,fixed,50,k-NN,s056,0.11029766238325471,1.0,0.73
random,fixed,50,k-NN,s057,0.10818642761361845,0.9168,0.8379999999999999
random,fixed,50,LDA,s002,0.15880000000000002,0.7584,0.9199999999999999
random,fixed,50,LDA,s003,0.0744,0.4048,0.47400000000000003
random,fixed,50,LDA,s004,0.08919999999999997,0.43600000000000005,0.628
random,fixed,50,LDA,s005,0.10279999999999997,0.2784,0.8419999999999999
random,fixed,50,LDA,s007,0.14520000000000002,0.7144,0.834
random,fixed,50,LDA,s008,0.1524,0.6568,0.858
random,fixed,50,LDA,s010,0.0764,0.2392,0.828
random,fixed,50,LDA,s011,0.09319999999999999,0.5927999999999999,0.48
random,fixed,50,LDA,s012,0.06879999999999999,0.3912,0.608
random,fixed,50,LDA,s013,0.08520000000000001,0.43760000000000004,0.6239999999999999
random,fixed,50,LDA,s015,0.1428,0.8400000000000001,0.736
random,fixed,50,LDA,s016,0.0776,0.1848,0.61
random,fixed,50,LDA,s017,0.0688,0.30720000000000003,0.6699999999999999
random,fixed,50,LDA,s018,0.09319999999999998,0.7247999999999999,0.586
random,fixed,50,LDA,s019,0.059199999999999996,0.528,0.7540000000000001
random,fixed,50,LDA,s020,0.11439999999999999,0.6392,0.772
random,fixed,50,LDA,s021,0.1272,0.3856,0.9099999999999998
random,fixed,50,LDA,s022,0.019200000000000005,0.0416,0.502
random,fixed,50,LDA,s024,0.05080000000000001,0.3568,0.9100000000000001
random,fixed,50,LDA,s025,0.04640000000000001,0.25680000000000003,0.712
random,fixed,50,LDA,s026,0.17560000000000003,0.5831999999999999,0.982
random,fixed,50,LDA,s027,0.0688,0.3992,0.582
random,fixed,50,LDA,s028,0.0684,0.2912,0.784
random,fixed,50,LDA,s029,0.11079999999999998,0.46880000000000005,0.8739999999999999
random,fixed,50,LDA,s030,0.06319999999999999,0.44480000000000003,0.4760000000000001
random,fixed,50,LDA,s031,0.196,0.796,0.9339999999999999
random,fixed,50,LDA,s032,0.20719999999999997,0.8488000000000001,0.952
random,fixed,50,LDA,s033,0.021200000000000007,0.0632,0.05400000000000003
random,fixed,50,LDA,s034,0.1032,0.7295999999999999,0.554
random,fixed,50,LDA,s035,0.07599999999999998,0.37120000000000003,0.586
random,fixed,50,LDA,s036,0.021600000000000015,0.2752,0.23800000000000004
random,fixed,50,LDA,s037,0.1176,0.4072,0.764
random,fixed,50,LDA,s038,0.06759999999999998,0.5336000000000001,0.794
random,fixed,50,LDA,s039,0.07079999999999999,0.5112,0.5820000000000001
random,fixed,50,LDA,s040,0.0524,0.2488,0.376
random,fixed,50,LDA,s041,0.0452,0.2464,0.384
random,fixed,50,LDA,s042,0.03800000000000002,0.28959999999999997,0.19
random,fixed,50,LDA,s043,0.035199999999999995,0.1528,0.518
random,fixed,50,LDA,s044,0.0884,0.6544,0.8459999999999999
random,fixed,50,LDA,s046,0.12,0.5672,0.8059999999999998
random,fixed,50,LDA,s047,0.08719999999999997,0.5327999999999999,0.526
random,fixed,50,LDA,s048,0.14279999999999998,0.7632,0.9360000000000002
random,fixed,50,LDA,s049,0.053200000000000025,0.6088,0.41400000000000003
random,fixed,50,LDA,s050,0.14400000000000002,0.8911999999999999,0.8039999999999999
random,fixed,50,LDA,s051,0.1116,0.5136000000000001,0.658
random,fixed,50,LDA,s052,0.021600000000000005,0.164,0.268
random,fixed,50,LDA,s053,0.03600000000000002,0.27759999999999996,0.162
random,fixed,50,LDA,s054,0.1516,0.8928,0.8960000000000001
random,fixed,50,LDA,s055,0.06079999999999998,0.24480000000000005,0.442
random,fixed,50,LDA,s056,0.10880000000000001,0.5344,0.644
random,fixed,50,LDA,s057,0.10159999999999998,0.5288,0.594
random,fixed,50,Threshold,s002,0.2264,0.908,0.616
random,fixed,50,Threshold,s003,0.19319999999999998,0.7552000000000001,0.558
random,fixed,50,Threshold,s004,0.11599999999999999,0.756,0.47000000000000003
random,fixed,50,Threshold,s005,0.07799999999999999,0.9591999999999998,0.154
random,fixed,50,Threshold,s007,0.164,0.7304,0.66
random,fixed,50,Threshold,s008,0.1648,0.6368,0.4720000000000001
random,fixed,50,Threshold,s010,0.07999999999999999,0.47119999999999995,0.14999999999999997
random,fixed,50,Threshold,s011,0.154,0.7288,0.496
random,fixed,50,Threshold,s012,0.124,0.8320000000000001,0.27399999999999997
random,fixed,50,Threshold,s013,0.1316,0.72,0.33199999999999996
random,fixed,50,Threshold,s015,0.196,0.7776,0.75
random,fixed,50,Threshold,s016,0.06999999999999999,0.8640000000000001,0.18
random,fixed,50,Threshold,s017,0.050399999999999986,0.3336,0.11199999999999999
random,fixed,50,Threshold,s018,0.242,0.9176,0.624
random,fixed,50,Threshold,s019,0.09399999999999997,0.9384,0.11599999999999999
