seed,subject,requested_components,actual_components,explained_variance,explained_variance_pct
3,13,150,150,0.9765121351566741,97.65121351566741
3,14,10,10,0.5962157775945395,59.62157775945395
3,14,20,20,0.705790611381074,70.5790611381074
3,14,40,40,0.8083920996834848,80.83920996834848
3,14,80,80,0.9027923095775704,90.27923095775704
3,14,150,150,0.976470804132987,97.64708041329871
3,15,10,10,0.5962490695912008,59.62490695912008
3,15,20,20,0.705364486320903,70.5364486320903
3,15,40,40,0.8077330618729084,80.77330618729084
3,15,80,80,0.9021211932738306,90.21211932738305
3,15,150,150,0.9763278678612494,97.63278678612494
3,16,10,10,0.5958177412838712,59.581774128387124
3,16,20,20,0.7053464996955097,70.53464996955097
3,16,40,40,0.8078242033516376,80.78242033516376
3,16,80,80,0.9021668591989562,90.21668591989562
3,16,150,150,0.9763456327802091,97.63456327802092
3,17,10,10,0.5944360858167017,59.44360858167017
3,17,20,20,0.7036188597716874,70.36188597716874
3,17,40,40,0.8065337300400711,80.65337300400711
3,17,80,80,0.9014972477855396,90.14972477855396
3,17,150,150,0.976265386354228,97.6265386354228
3,18,10,10,0.5946913873999001,59.469138739990015
3,18,20,20,0.7035127412039929,70.35127412039928
3,18,40,40,0.8065614400784915,80.65614400784915
3,18,80,80,0.9017517461124933,90.17517461124933
3,18,150,150,0.9765396666134648,97.65396666134649
3,19,10,10,0.5946697902313692,59.46697902313692
3,19,20,20,0.7035016044050607,70.35016044050607
3,19,40,40,0.8065559383589268,80.65559383589267
3,19,80,80,0.9017208470130735,90.17208470130736
3,19,150,150,0.9764374259516206,97.64374259516207
3,20,10,10,0.5954973742721587,59.54973742721587
3,20,20,20,0.7038113801251817,70.38113801251818
3,20,40,40,0.8062805113245798,80.62805113245798
3,20,80,80,0.9013057624363265,90.13057624363266
3,20,150,150,0.9762772241167654,97.62772241167654
3,21,10,10,0.595862353928553,59.5862353928553
3,21,20,20,0.7044373985359681,70.44373985359681
3,21,40,40,0.8066744568974508,80.66744568974508
3,21,80,80,0.9017988232697728,90.17988232697728
3,21,150,150,0.9762844395420406,97.62844395420406
3,22,10,10,0.5956306349724844,59.563063497248436
3,22,20,20,0.7042838984044242,70.42838984044242
3,22,40,40,0.8069085235811488,80.69085235811488
3,22,80,80,0.9020024061749079,90.20024061749079
3,22,150,150,0.9763403206554486,97.63403206554486
3,23,10,10,0.5960481241989904,59.60481241989905
3,23,20,20,0.7049877987133045,70.49877987133046
